# ['# x', 'y', 'z', 'rmsCpNN']
7.381336953649999741e-03 7.448299999999999366e-02 1.499994468471000097e-01 1.168175852933183989e-01
1.838605905171999955e-02 7.448299999999999366e-02 1.500001846441000042e-01 1.164089014766494373e-01
4.014853983683999705e-02 7.448299999999999366e-02 1.499999070626999997e-01 1.159729794963103022e-01
7.218368261403000641e-02 7.448299999999999366e-02 1.500004019804999922e-01 1.101592478795752200e-01
1.137754176583000015e-01 7.448299999999999366e-02 1.499994002521999881e-01 1.070711774636556313e-01
1.639947284942999961e-01 7.448299999999999366e-02 1.499997981412000136e-01 1.048419414813084594e-01
2.217197044548999962e-01 7.448299999999999366e-02 1.500003893706000069e-01 1.037121232684510563e-01
2.856613611894999738e-01 7.448299999999999366e-02 1.500005875550000090e-01 1.025929577485424765e-01
3.543909252735000237e-01 7.448299999999999366e-02 1.499996845307000060e-01 1.019844249431567512e-01
4.263727168947000212e-01 7.448299999999999366e-02 1.499998048382999993e-01 1.027022802449484712e-01
5.000000947161999942e-01 7.448299999999999366e-02 1.500001640531999914e-01 1.040866757077719834e-01
5.736269725377000084e-01 7.448299999999999366e-02 1.499996572427000074e-01 1.056236208228829715e-01
6.456087641587999748e-01 7.448299999999999366e-02 1.499997775503000008e-01 1.062476189101651952e-01
7.143388282428000391e-01 7.448299999999999366e-02 1.499997405514000015e-01 1.061663128230551922e-01
7.782804849773999889e-01 7.448299999999999366e-02 1.499999387358000036e-01 1.077530168388512732e-01
8.360049609380000302e-01 7.448299999999999366e-02 1.499996639397999931e-01 1.122247052384180155e-01
8.862242717739999831e-01 7.448299999999999366e-02 1.500000618287999909e-01 1.192584833649566467e-01
9.278165068182999686e-01 7.448299999999999366e-02 1.499999261258999905e-01 1.275438127323673954e-01
9.598516495954999561e-01 7.448299999999999366e-02 1.500004210437999863e-01 1.362996957470862247e-01
9.816141303805999696e-01 7.448299999999999366e-02 1.500001434623000063e-01 1.461993212558282407e-01
9.926183524787000056e-01 7.448299999999999366e-02 1.500000152340000004e-01 1.534877961548292424e-01
7.381336953649999741e-03 2.230330000000000090e-01 1.499994468471000097e-01 1.163074271262446585e-01
1.838605905171999955e-02 2.230330000000000090e-01 1.500001846441000042e-01 1.173814878189302635e-01
4.014853983683999705e-02 2.230330000000000090e-01 1.499999070626999997e-01 1.118697354959272416e-01
7.218368261403000641e-02 2.230330000000000090e-01 1.500004019804999922e-01 1.066445838229333060e-01
1.137754176583000015e-01 2.230330000000000090e-01 1.499994002521999881e-01 1.041040946973051523e-01
1.639947284942999961e-01 2.230330000000000090e-01 1.499997981412000136e-01 1.032830027432533604e-01
2.217197044548999962e-01 2.230330000000000090e-01 1.500003893706000069e-01 1.031532666546402799e-01
2.856613611894999738e-01 2.230330000000000090e-01 1.500005875550000090e-01 1.035565379879379438e-01
3.543909252735000237e-01 2.230330000000000090e-01 1.499996845307000060e-01 1.041999761758954646e-01
4.263727168947000212e-01 2.230330000000000090e-01 1.499998048382999993e-01 1.051779975801067912e-01
5.000000947161999942e-01 2.230330000000000090e-01 1.500001640531999914e-01 1.062263392007226914e-01
5.736269725377000084e-01 2.230330000000000090e-01 1.499996572427000074e-01 1.075899852814192342e-01
6.456087641587999748e-01 2.230330000000000090e-01 1.499997775503000008e-01 1.079473978283833902e-01
7.143388282428000391e-01 2.230330000000000090e-01 1.499997405514000015e-01 1.080403376099034196e-01
7.782804849773999889e-01 2.230330000000000090e-01 1.499999387358000036e-01 1.089164628582468680e-01
8.360049609380000302e-01 2.230330000000000090e-01 1.499996639397999931e-01 1.119344509250487368e-01
8.862242717739999831e-01 2.230330000000000090e-01 1.500000618287999909e-01 1.197660744322583681e-01
9.278165068182999686e-01 2.230330000000000090e-01 1.499999261258999905e-01 1.288122298513322828e-01
9.598516495954999561e-01 2.230330000000000090e-01 1.500004210437999863e-01 1.379707771623066848e-01
9.816141303805999696e-01 2.230330000000000090e-01 1.500001434623000063e-01 1.488398937461038740e-01
9.926183524787000056e-01 2.230330000000000090e-01 1.500000152340000004e-01 1.593949528249698766e-01
7.381336953649999741e-03 3.703359999999999985e-01 1.499994468471000097e-01 1.159525572292182116e-01
1.838605905171999955e-02 3.703359999999999985e-01 1.500001846441000042e-01 1.147066856165705889e-01
4.014853983683999705e-02 3.703359999999999985e-01 1.499999070626999997e-01 1.114837805157912753e-01
7.218368261403000641e-02 3.703359999999999985e-01 1.500004019804999922e-01 1.043434126177689159e-01
1.137754176583000015e-01 3.703359999999999985e-01 1.499994002521999881e-01 1.012179308552218771e-01
