# ['# x', 'y', 'z', 'rmsCpNN']
9.999999024496999400e-01 7.448299999999999366e-02 -1.457516712819000027e-01 -3.461816002034344697e-01
9.999997839173001557e-01 7.448299999999999366e-02 -1.281718507769999960e-01 -5.147955983800184265e-01
9.999999581423001382e-01 7.448299999999999366e-02 -9.513315149918999403e-02 -3.051192436184775314e-01
9.999997303029001250e-01 7.448299999999999366e-02 -5.061895411287000573e-02 -3.011543388235830565e-01
9.999997859954999901e-01 7.448299999999999366e-02 -4.343301175089999913e-07 -2.642408978211950865e-01
9.999999649448999550e-01 7.448299999999999366e-02 5.061949428469000173e-02 -2.805449112865863182e-01
9.999996138486999531e-01 7.448299999999999366e-02 9.513228283894999138e-02 -2.954436414921159382e-01
1.000000554117999929e+00 7.448299999999999366e-02 1.281716249044000111e-01 -3.620095964419041690e-01
1.000000435585999936e+00 7.448299999999999366e-02 1.457514454092999900e-01 -4.061166985029129317e-01
9.999999024496999400e-01 2.230330000000000090e-01 -1.457516712819000027e-01 -4.538158133748111389e-01
9.999997839173001557e-01 2.230330000000000090e-01 -1.281718507769999960e-01 -5.095993827393340281e-01
9.999999581423001382e-01 2.230330000000000090e-01 -9.513315149918999403e-02 -3.039438814887691631e-01
9.999997303029001250e-01 2.230330000000000090e-01 -5.061895411287000573e-02 -3.082266328620261175e-01
9.999997859954999901e-01 2.230330000000000090e-01 -4.343301175089999913e-07 -2.742094467524188173e-01
9.999999649448999550e-01 2.230330000000000090e-01 5.061949428469000173e-02 -3.050896519309553856e-01
9.999996138486999531e-01 2.230330000000000090e-01 9.513228283894999138e-02 -3.516827726322096503e-01
1.000000554117999929e+00 2.230330000000000090e-01 1.281716249044000111e-01 -4.464389084691469112e-01
1.000000435585999936e+00 2.230330000000000090e-01 1.457514454092999900e-01 -4.784613481505620158e-01
9.999999024496999400e-01 3.703359999999999985e-01 -1.457516712819000027e-01 -4.955446266797434163e-01
9.999997839173001557e-01 3.703359999999999985e-01 -1.281718507769999960e-01 -5.891328176720370680e-01
9.999999581423001382e-01 3.703359999999999985e-01 -9.513315149918999403e-02 -3.141246475690580575e-01
9.999997303029001250e-01 3.703359999999999985e-01 -5.061895411287000573e-02 -2.850193242834237473e-01
9.999997859954999901e-01 3.703359999999999985e-01 -4.343301175089999913e-07 -2.768975871558354562e-01
9.999999649448999550e-01 3.703359999999999985e-01 5.061949428469000173e-02 -3.153710204353173396e-01
9.999996138486999531e-01 3.703359999999999985e-01 9.513228283894999138e-02 -3.734071606005983091e-01
1.000000554117999929e+00 3.703359999999999985e-01 1.281716249044000111e-01 -4.693906263693894410e-01
